1002066,548.307169117647,301.81484375,Erangel,0.0,FillerName
1002133,582.1593213848039,364.2048636642157,Erangel,0.0,FillerName
1002191,425.9844745710784,581.3830269607843,Erangel,0.0,FillerName
1002239,497.156556372549,144.32086205575982,Miramar,0.0,FillerName
1004249,313.9207797181373,150.82626187193628,Miramar,0.0,FillerName
1002304,404.7567976409314,485.28003982843137,Miramar,0.0,FillerName
1004328,210.2492302389706,303.4100298713235,Miramar,0.0,FillerName
1004370,470.3026348039216,368.2834788602941,Erangel,0.0,FillerName
1004382,155.25833524816176,444.6732843137255,Miramar,0.0,FillerName
1002307,291.98884037990194,439.27750459558825,Miramar,0.0,FillerName
1004413,403.52673100490193,512.3375919117647,Erangel,0.0,FillerName
1004486,215.59900811887255,291.65170802696076,Erangel,0.0,FillerName
1004453,516.3102634803921,352.6645680147059,Erangel,0.0,FillerName
1004430,265.11411611519605,232.67410768995097,Erangel,0.0,FillerName
1004508,334.88453584558823,281.0731617647059,Miramar,0.0,FillerName
1004561,582.9684819240196,227.8350949754902,Miramar,0.0,FillerName
1004602,592.6868259803922,368.96881510416665,Miramar,0.0,FillerName
1004536,131.43629940257352,234.40906862745098,Erangel,0.0,FillerName
1007140,511.25638786764705,285.4321844362745,Miramar,0.0,FillerName
1007205,530.8360140931372,179.3879078584559,Miramar,0.0,FillerName
1007253,569.5992647058823,240.9272824754902,Miramar,0.0,FillerName
1008726,483.89548100490197,395.8076171875,Miramar,0.0,FillerName
1007347,268.8589231004902,497.6541590073529,Erangel,0.0,FillerName
1009082,407.6491498161765,591.5357613357843,Erangel,0.0,FillerName
1009236,333.12735140931375,397.5682866115196,Miramar,0.0,FillerName
1009391,202.53196614583334,456.3188802083333,Miramar,0.0,FillerName
1009808,275.7190142463235,553.7329197303922,Erangel,0.0,FillerName
1007392,240.85525045955882,405.37077205882355,Erangel,0.0,FillerName
1008608,338.01209788602944,441.5082452512255,Miramar,0.0,FillerName
1008833,326.05995710784316,343.89507889093136,Erangel,0.0,FillerName
1009905,255.9692938112745,275.3014590992647,Erangel,0.0,FillerName
1009915,522.7253216911764,425.96050857843136,Erangel,0.0,FillerName
1009977,164.3310183057598,403.62835860906864,Erangel,0.0,FillerName
1009986,399.5017041973039,560.557169117647,Erangel,0.0,FillerName
1010222,385.079296875,319.4473268995098,Erangel,0.0,FillerName
1010249,308.90620404411766,128.97660845588234,Miramar,0.0,FillerName
1010285,525.3801853553922,427.80269990808824,Miramar,0.0,FillerName
1010348,473.8984987745098,425.3673636642157,Miramar,0.0,FillerName
1010304,383.3418964460784,597.5036151960784,Miramar,0.0,FillerName
1010332,168.5472905177696,195.45437155330882,Miramar,0.0,FillerName
1010374,139.21644071691176,469.0934512867647,Miramar,0.0,FillerName
1012422,402.7486940870098,112.7335631127451,Miramar,0.0,FillerName
1012099,381.9316827512255,340.1765701593137,Erangel,0.0,FillerName
1012705,526.9351868872549,344.37340686274507,Erangel,0.0,FillerName
1013105,414.40710401348036,83.90547640931372,Erangel,0.0,FillerName
1013197,331.92004442401964,542.0321537990196,Erangel,0.0,FillerName
1013214,496.3171568627451,490.80374540441176,Erangel,0.0,FillerName
1012320,320.8895488664216,310.516321997549,Miramar,0.0,FillerName
1012558,253.0323606004902,325.1817670036765,Erangel,0.0,FillerName
1012207,433.21705729166666,102.55091145833333,Erangel,0.0,FillerName
1013422,493.86662071078433,118.61212086397059,Erangel,0.0,FillerName
1013433,79.47763863357844,356.47006740196076,Erangel,0.0,FillerName
1013514,548.4336473651961,424.31098345588236,Erangel,0.0,FillerName
1013540,511.7018229166667,178.8486328125,Miramar,0.0,FillerName
1013576,436.9423215379902,381.92149586397056,Miramar,0.0,FillerName
